# -------------------------- o --------------------------
# File ID: /datag/public/A_Sign_in_Space_raw_h5/blc33_guppi_60067_71430_3C48_0009.rawspec.0002.h5
# -------------------------- o --------------------------
# Source:3C48
# MJD: 60067.826736111114	RA: 01h37m41.232ss	DEC:+34d09m34.20s
# DELTAT: 1.073742	DELTAF(Hz):  -2861.022949	max_drift_rate: 24.2230478	obs_length: 119.185342
# --------------------------
# Top_Hit_#	Drift_Rate	SNR	Uncorrected_Frequency	Corrected_Frequency	Index	freq_start	freq_end	SEFD_freq	Coarse_Channel_Number	Full_number_of_hits
# --------------------------
000001	24.223048	309.730560	8437.501444	8437.501444	513	8437.500000	8437.502887	0.000000	0.000000	0	3
000002	-24.223048	309.174500	8437.501418	8437.501418	511	8437.502861	8437.499974	0.000000	0.000000	0	3
000003	0.000000	626.209717	8437.500000	8437.500000	512	8437.500000	8437.500000	0.000000	0.000000	0	2
000004	24.223048	250.467346	8434.571756	8434.571756	513	8434.570312	8434.573200	0.000000	0.000000	1	3
000005	-24.223048	250.939804	8434.571730	8434.571730	511	8434.573174	8434.570286	0.000000	0.000000	1	3
000006	0.000000	509.573792	8434.570312	8434.570312	512	8434.570312	8434.570312	0.000000	0.000000	1	2
000007	24.223048	253.878540	8431.642069	8431.642069	513	8431.640625	8431.643512	0.000000	0.000000	2	3
000008	-24.223048	255.778503	8431.642043	8431.642043	511	8431.643486	8431.640599	0.000000	0.000000	2	3
000009	0.000000	516.797485	8431.640625	8431.640625	512	8431.640625	8431.640625	0.000000	0.000000	2	2
000010	24.223048	255.442184	8428.712381	8428.712381	513	8428.710938	8428.713825	0.000000	0.000000	3	3
000011	0.000000	518.114380	8428.710938	8428.710938	512	8428.710938	8428.710938	0.000000	0.000000	3	2
000012	24.223048	248.944290	8425.782694	8425.782694	513	8425.781250	8425.784137	0.000000	0.000000	4	3
000013	-24.223048	248.790466	8425.782668	8425.782668	511	8425.784111	8425.781224	0.000000	0.000000	4	3
000014	0.000000	504.884277	8425.781250	8425.781250	512	8425.781250	8425.781250	0.000000	0.000000	4	2
000015	24.223048	242.978119	8422.853006	8422.853006	513	8422.851562	8422.854450	0.000000	0.000000	5	3
000016	0.000000	495.962402	8422.851562	8422.851562	512	8422.851562	8422.851562	0.000000	0.000000	5	2
000017	24.223048	240.081894	8419.923319	8419.923319	513	8419.921875	8419.924762	0.000000	0.000000	6	3
000018	0.000000	490.233948	8419.921875	8419.921875	512	8419.921875	8419.921875	0.000000	0.000000	6	2
000019	-24.223048	242.563614	8416.993605	8416.993605	511	8416.995049	8416.992161	0.000000	0.000000	7	3
000020	24.223048	242.073349	8416.993631	8416.993631	513	8416.992188	8416.995075	0.000000	0.000000	7	3
000021	0.000000	492.229126	8416.992188	8416.992188	512	8416.992188	8416.992188	0.000000	0.000000	7	2
000022	24.223048	234.719193	8414.063944	8414.063944	513	8414.062500	8414.065387	0.000000	0.000000	8	3
000023	0.000000	481.422089	8414.062500	8414.062500	512	8414.062500	8414.062500	0.000000	0.000000	8	2
000024	24.223048	230.216125	8411.134256	8411.134256	513	8411.132812	8411.135700	0.000000	0.000000	9	3
000025	0.000000	469.791260	8411.132812	8411.132812	512	8411.132812	8411.132812	0.000000	0.000000	9	2
000026	24.223048	218.192902	8408.204569	8408.204569	513	8408.203125	8408.206012	0.000000	0.000000	10	3
000027	-24.223048	216.555786	8408.204543	8408.204543	511	8408.205986	8408.203099	0.000000	0.000000	10	3
000028	0.000000	438.769562	8408.203125	8408.203125	512	8408.203125	8408.203125	0.000000	0.000000	10	2
000029	24.223048	213.729507	8405.274881	8405.274881	513	8405.273438	8405.276325	0.000000	0.000000	11	3
000030	0.000000	434.433807	8405.273438	8405.273438	512	8405.273438	8405.273438	0.000000	0.000000	11	2
000031	24.223048	212.464554	8402.345194	8402.345194	513	8402.343750	8402.346637	0.000000	0.000000	12	3
000032	0.000000	431.508179	8402.343750	8402.343750	512	8402.343750	8402.343750	0.000000	0.000000	12	2
000033	24.223048	215.395355	8399.415506	8399.415506	513	8399.414062	8399.416950	0.000000	0.000000	13	3
000034	-24.223048	214.739746	8399.415480	8399.415480	511	8399.416924	8399.414036	0.000000	0.000000	13	3
000035	0.000000	435.833649	8399.414062	8399.414062	512	8399.414062	8399.414062	0.000000	0.000000	13	2
000036	24.223048	214.770294	8396.485819	8396.485819	513	8396.484375	8396.487262	0.000000	0.000000	14	3
000037	0.000000	434.721130	8396.484375	8396.484375	512	8396.484375	8396.484375	0.000000	0.000000	14	2
000038	24.223048	216.176849	8393.556131	8393.556131	513	8393.554688	8393.557575	0.000000	0.000000	15	3
000039	-24.223048	215.508804	8393.556105	8393.556105	511	8393.557549	8393.554661	0.000000	0.000000	15	3
000040	0.000000	436.857300	8393.554688	8393.554688	512	8393.554688	8393.554688	0.000000	0.000000	15	2
000041	-24.223048	361.252319	8390.626418	8390.626418	511	8390.627861	8390.624974	0.000000	0.000000	16	3
