Top_Hit_#,Drift_Rate,SNR,Freq,Freq_start,Index,freq_start,freq_end,SEFD,Coarse,NumHits,Extra
101,0.0,459.125458,11239.013672,11239.013672,281,11239.013672,11239.013672,0.0,0.0,4,157
